id,order_id,product_id,quantity,unit_price
1274,404,32,1,2891
1275,404,29,2,873
1276,404,3,2,403
1277,405,16,4,1892
1278,405,5,3,2346
1279,405,35,4,367
1280,405,3,3,529
1281,405,22,1,1960
1282,406,14,4,2497
1283,407,48,2,595
1284,407,3,2,2302
1285,408,31,1,1294
1286,409,1,2,2891
1287,409,4,3,698
1288,410,40,2,2720
1289,410,5,1,767
1290,410,32,2,558
1291,410,13,4,1681
1292,411,21,1,2659
1293,411,35,2,1617
1294,411,14,1,2729
1295,411,12,3,558
1296,412,18,2,2000
1297,413,45,3,2566
1298,413,11,4,1297
1299,414,3,2,709
1300,414,41,4,946
1301,414,2,4,630
1302,414,1,1,1034
1303,414,6,3,2004
1304,415,45,2,1144
1305,415,10,3,2442
1306,415,29,4,1279
1307,415,12,1,2742
1308,416,46,4,2806
1309,416,6,3,1724
1310,417,1,2,1086
1311,417,8,1,2835
1312,417,24,2,2201
1313,417,50,2,1432
1314,418,13,1,911
1315,419,32,2,954
1316,419,43,1,521
1317,419,42,3,1467
1318,419,14,4,1329
1319,420,40,4,477
1320,420,7,1,2501
1321,420,12,2,419
1322,421,33,1,590
1323,421,16,4,2727
1324,421,38,3,2016
1325,421,13,3,1242
1326,422,21,2,701
1327,423,48,4,1119
1328,423,25,2,601
1329,424,38,4,522
1330,424,28,2,1185
1331,424,40,4,1029
1332,424,25,3,858
1333,425,47,2,2888
1334,425,23,3,1128
1335,425,22,2,431
1336,425,45,1,1449
1337,426,8,4,2178
1338,426,27,2,1707
1339,427,19,2,2913
1340,427,40,2,2667
1341,428,15,1,1986
1342,428,34,4,1186
1343,428,38,4,2195
1344,428,18,1,2053
1345,428,48,2,1315
1346,429,28,2,2723
1347,429,10,1,2011
1348,429,3,1,2227
1349,430,3,4,2475
1350,430,26,4,701
1351,430,29,4,1285
1352,430,6,1,1965
1353,430,14,2,1768
1354,431,16,1,365
1355,431,31,3,962
1356,431,46,4,2636
1357,432,2,4,2199
1358,432,50,2,1960
1359,432,12,3,2867
1360,432,30,1,2869
1361,432,5,4,1663
1362,433,3,3,2044
1363,433,49,3,2808
1364,433,35,2,631
1365,433,40,3,524
1366,433,33,3,511
1367,434,25,3,2206
1368,435,3,3,1800
1369,435,12,1,2596
1370,435,46,2,866
1371,435,22,2,2510
1372,435,8,4,2676
1373,436,49,2,1612
1374,436,23,3,2362
1375,437,18,1,559
1376,437,24,3,2153
1377,437,32,1,2225
1378,437,46,3,2151
1379,438,24,1,1071
1380,438,30,1,628
1381,438,26,2,1481
1382,438,5,1,974
1383,438,18,1,906
1384,439,10,2,2432
1385,439,41,1,1500
1386,439,27,2,2241
1387,439,23,4,2118
1388,440,19,2,557
1389,441,15,3,1986
1390,442,22,3,2291
1391,442,38,4,2175
1392,442,20,2,1555
1393,442,11,3,1228
1394,442,31,3,1480
1395,443,10,3,1464
1396,444,11,2,2492
1397,444,19,2,1018
1398,444,46,2,960
1399,444,16,1,468
1400,445,37,2,2105
1401,445,17,3,1055
1402,445,14,1,1598
1403,446,10,3,2136
1404,446,35,2,2485
1405,446,20,1,402
1406,447,32,2,2176
1407,447,21,2,317
1408,447,48,3,2951
1409,447,46,3,2241
1410,448,49,2,2615
1411,448,47,4,1687
1412,448,45,1,2261
1413,449,9,1,1561
1414,450,26,2,2126
1415,451,6,3,525
1416,451,39,2,2689
1417,451,34,2,1438
1418,452,2,1,2505
1419,452,29,1,2396
1420,453,13,4,1601
1421,453,39,1,1778
1422,453,26,2,2051
1423,453,24,4,1827
1424,454,19,3,1739
1425,455,29,1,1183
1426,455,47,4,2002
1427,455,29,3,970
1428,456,47,4,871
1429,456,38,1,888
1430,456,14,3,2244
1431,456,34,3,570
1432,457,49,4,662
1433,457,1,4,2916
1434,457,18,4,1016
1435,457,36,4,2626
1436,457,49,2,1116
1437,458,25,3,2568
1438,458,32,1,1536
1439,459,20,4,2590
1440,459,48,4,1219
1441,459,2,1,930
1442,459,17,3,2923
1443,459,41,4,808
1444,460,27,2,2314
1445,460,45,2,416
1446,460,8,3,2319
1447,461,39,3,2680
1448,462,37,4,1356
1449,462,41,4,789
1450,462,24,1,1363
1451,462,11,1,898
1452,463,30,2,1763
1453,463,11,1,1416
1454,463,24,4,2906
1455,464,4,3,1494
1456,464,34,1,2404
1457,464,13,2,687
1458,465,49,2,2527
1459,465,21,3,1533
1460,465,18,3,692
1461,465,35,3,888
1462,465,1,2,2422
1463,466,24,4,1987
1464,466,22,2,719
1465,466,14,2,2361
1466,467,13,1,2009
1467,467,30,1,777
1468,468,2,4,1726
1469,468,20,3,869
1470,469,39,3,1005
1471,469,46,3,417
1472,469,48,1,1210
1473,469,9,2,1228
1474,470,9,2,833
1475,470,6,4,757
1476,470,5,1,2283
1477,471,3,2,741
1478,471,3,1,2221
1479,471,8,3,477
1480,471,5,3,342
1481,472,8,2,2706
1482,473,12,3,419
1483,473,6,2,1436
1484,474,23,3,957
1485,474,33,2,2368
1486,474,37,1,705
1487,474,38,1,2466
1488,474,14,2,1454
1489,475,49,1,704
1490,475,14,4,1801
1491,476,12,4,739
1492,476,12,3,1854
1493,476,28,2,2406
1494,476,15,4,762
1495,476,49,3,806
1496,477,8,2,2330
1497,477,49,3,1480
1498,477,36,1,636
1499,477,21,4,773
1500,478,19,4,2759
1501,478,48,3,2118
1502,478,15,4,1490
1503,478,28,2,585
1504,479,44,3,1034
1505,479,1,4,730
1506,479,26,4,2440
1507,479,43,1,788
1508,480,26,4,2718
1509,480,7,2,565
1510,481,13,3,1120
1511,481,39,4,802
1512,481,15,4,2344
1513,482,49,3,2937
1514,482,26,3,2248
1515,482,43,4,2284
1516,483,18,2,2162
1517,483,7,1,1326
1518,483,32,4,1245
1519,483,41,2,421
1520,483,7,1,579
1521,484,44,1,1033
1522,484,25,3,925
1523,484,20,1,613
1524,484,43,4,2208
1525,485,19,4,2308
1526,485,33,3,2521
1527,486,35,1,429
1528,486,28,1,1871
1529,486,29,3,1841
1530,487,30,1,434
1531,487,12,3,972
1532,487,32,4,850
1533,487,20,4,2296
1534,488,37,4,2568
1535,489,37,4,2249
1536,489,36,2,2375
1537,489,4,4,1378
1538,489,32,4,2826
1539,489,44,3,1465
1540,490,4,1,2718
1541,490,3,2,1800
1542,490,23,1,2860
1543,491,25,1,2053
1544,491,23,3,1987
1545,491,23,1,1300
1546,492,16,3,2727
1547,492,6,1,1548
1548,493,22,2,380
1549,494,21,1,2187
1550,494,43,4,2626
1551,494,33,4,1392
1552,494,2,4,2708
1553,494,2,3,1847
1554,495,25,3,2645
1555,495,7,4,709
1556,495,45,2,1676
1557,495,32,3,982
1558,495,40,3,1788
1559,496,13,4,2902
1560,496,5,2,1477
1561,496,17,1,1517
1562,496,37,4,1225
1563,497,48,1,2668
1564,497,7,3,1419
1565,497,5,4,2049
1566,497,14,3,614
1567,497,42,3,2367
1568,498,28,3,1119
1569,498,27,4,1329
1570,498,40,4,2542
1571,499,2,2,2662
1572,499,32,2,2214
1573,500,41,4,2618
1574,500,47,1,2439
1575,500,13,3,2194
1576,501,16,2,1529
1577,501,28,4,1605
1578,502,41,2,1989
1579,503,19,2,1350
1580,503,44,2,1962
1581,503,16,1,914
1582,504,2,2,1571
1583,504,30,4,2593
1584,505,28,1,1127
1585,505,11,3,858
1586,505,2,3,1437
1587,505,43,2,2939
1588,506,47,4,381
1589,507,6,3,2764
1590,508,5,4,1788
1591,508,43,1,1925
1592,508,47,2,1266
1593,509,37,1,2437
1594,510,50,3,2333
1595,510,6,2,2756
1596,510,8,3,1648
1597,510,38,4,1266
1598,510,28,2,890
1599,511,12,2,1424
1600,512,27,3,2714
1601,512,4,4,2485
1602,512,24,1,1596
1603,512,35,4,2245
1604,513,18,2,1786
1605,513,31,3,1562
1606,514,42,1,523
1607,515,17,4,1566
1608,515,41,3,799
1609,516,16,4,1891
1610,516,1,4,1346
1611,516,20,1,1264
1612,516,20,2,956
1613,516,29,3,2939
1614,517,3,3,628
1615,517,50,4,2229
1616,517,48,4,1662
1617,517,46,4,711
1618,518,45,3,2373
1619,518,5,3,2023
1620,519,47,3,2156
1621,519,45,1,513
1622,519,42,2,2881
1623,519,29,2,312
1624,519,26,2,2873
1625,520,21,1,753
1626,520,11,2,2415
1627,520,46,2,2733
1628,521,21,4,2259
1629,521,48,2,1367
1630,521,12,3,1454
1631,521,13,1,1997
1632,522,12,4,1845
1633,522,37,2,384
1634,522,2,2,664
1635,523,13,3,991
1636,523,4,4,2831
1637,523,28,3,911
1638,523,6,3,996
1639,524,8,1,2453
1640,524,28,4,2324
1641,524,8,2,1132
1642,524,13,3,1479
1643,524,48,4,1864
1644,525,28,2,2757
1645,525,14,3,1075
1646,526,12,4,897
1647,526,2,3,1372
1648,526,16,4,1317
1649,526,24,4,651
1650,527,31,2,1624
1651,528,44,2,1870
1652,528,46,4,2746
1653,528,17,1,690
1654,528,36,1,513
1655,529,16,4,1751
1656,529,39,1,321
1657,529,17,4,1539
1658,530,43,3,841
1659,530,36,1,2677
1660,530,12,3,995
1661,530,33,4,1689
1662,531,9,1,1599
1663,531,46,4,880
1664,531,17,1,1583
1665,531,3,2,2344
1666,532,48,3,2061
1667,532,19,3,2810
1668,532,49,3,2417
1669,533,28,2,1592
1670,533,48,4,919
1671,533,36,4,517
1672,534,10,1,1241
1673,534,12,1,2226
1674,535,11,4,2087
1675,535,8,4,467
1676,535,29,3,2597
1677,536,30,4,760
1678,536,47,2,806
1679,536,23,1,1134
1680,536,19,2,989
1681,537,18,2,2690
1682,537,1,2,2005
1683,537,5,2,2340
1684,537,44,1,1646
1685,537,2,3,799
1686,538,24,1,1625
1687,538,10,1,632
1688,538,30,4,2159
1689,538,41,3,2733
1690,539,22,1,2987
1691,540,29,3,2631
1692,540,9,2,499
1693,540,42,3,1623
1694,540,4,1,2541
1695,540,39,4,679
1696,541,17,2,1283
1697,541,50,4,665
1698,541,2,2,967
1699,541,25,4,1467
1700,542,8,3,2310
1701,542,28,3,2771
1702,543,23,1,1805
1703,543,33,2,2305
1704,544,25,4,1399
1705,544,37,4,669
1706,544,49,4,1808
1707,544,40,2,2078
1708,545,6,1,2402
1709,545,22,4,1218
1710,545,42,2,2328
1711,545,34,1,1490
1712,546,28,1,2256
1713,546,20,2,823
1714,546,44,3,1318
1715,546,34,4,1510
1716,547,4,1,484
1717,547,33,1,2391
1718,547,28,4,687
1719,547,30,3,1755
1720,547,17,1,2362
1721,548,8,4,1035
1722,549,26,1,641
1723,549,27,3,1585
1724,550,47,4,2142
1725,550,40,3,1698
1726,550,12,2,1058
1727,550,6,3,735
1728,550,28,1,323
1729,551,8,1,1003
1730,551,42,4,2184
1731,551,45,4,2994
1732,551,48,4,1540
1733,552,40,3,1917
1734,552,20,1,812
1735,552,9,1,1081
1736,552,8,1,1070
1737,552,2,2,2270
1738,553,42,2,2084
1739,553,41,2,652
1740,554,50,4,906
1741,554,31,4,389
1742,554,8,2,924
1743,555,32,4,380
1744,555,29,2,1124
1745,555,19,4,508
1746,555,22,1,720
1747,556,27,4,2670
1748,556,39,3,451
1749,556,32,4,2291
1750,556,33,4,1249
1751,557,34,1,2028
1752,558,21,1,1397
1753,558,42,4,2238
1754,558,8,4,2850
1755,558,42,3,2136
1756,558,45,4,385
1757,559,19,2,2222
1758,559,23,4,1250
1759,560,15,3,2766
1760,560,46,4,837
1761,560,19,4,2007
1762,560,44,3,2234
1763,560,11,2,1456
1764,561,43,4,828
1765,562,13,2,2781
1766,562,32,1,2003
1767,563,20,2,1157
1768,563,36,1,374
1769,563,23,3,1762
1770,563,44,2,1015
1771,564,3,1,1683
1772,564,28,1,2829
1773,564,15,1,2601
1774,564,15,4,1356
1775,564,22,3,491
1776,565,18,2,2411
1777,565,39,1,506
1778,565,29,4,754
1779,565,7,1,2603
1780,565,3,1,984
1781,566,14,3,943
1782,567,46,4,2372
1783,567,32,1,931
1784,567,42,3,1670
1785,568,8,2,2098
1786,568,27,1,1304
1787,569,22,3,2368
1788,569,11,1,1389
1789,569,24,4,1777
1790,569,41,2,920
1791,570,27,2,865
1792,570,28,4,1976
1793,570,30,3,421
1794,570,29,2,340
1795,570,46,1,647
1796,571,21,4,973
1797,571,28,1,1910
1798,571,49,1,2927
1799,572,37,1,2887
1800,572,46,3,2017
1801,573,44,3,1584
1802,573,23,1,1445
1803,573,34,2,1954
1804,573,29,2,2529
1805,574,40,4,1714
1806,574,42,4,1108
1807,574,20,1,451
1808,574,35,3,1897
1809,574,47,2,2431
1810,575,19,2,680
1811,575,33,3,2435
1812,575,22,2,395
1813,575,2,3,1288
1814,575,50,3,2031
1815,576,8,1,1827
1816,576,17,3,807
1817,576,4,1,2138
1818,576,20,1,2156
1819,576,22,2,2682
1820,577,46,2,1734
1821,577,20,3,2646
1822,577,44,2,1846
1823,577,34,2,731
1824,577,21,2,1779
1825,578,7,2,2043
1826,578,27,1,677
1827,578,4,4,832
1828,578,31,2,2127
1829,579,24,4,2709
1830,580,34,4,1380
1831,580,38,4,2906
1832,580,28,4,2305
1833,580,47,4,967
1834,580,10,2,2285
1835,581,9,1,1170
1836,581,30,4,433
1837,581,48,2,2589
1838,581,24,1,2764
1839,582,8,1,1813
1840,582,37,3,464
1841,582,34,2,782
1842,582,24,3,1833
1843,583,19,4,414
1844,583,10,2,2715
1845,583,27,1,1549
1846,584,14,2,2302
1847,584,1,1,2542
1848,584,23,1,483
1849,585,31,3,2617
1850,585,29,3,1845
1851,585,31,2,867
1852,585,33,4,2142
1853,586,10,3,665
1854,586,40,4,1886
1855,586,15,4,1688
1856,586,35,1,2114
1857,587,42,1,978
1858,587,46,1,2642
1859,587,41,3,2598
1860,588,42,1,1088
1861,589,35,1,2635
1862,589,34,2,2249
1863,589,33,1,792
1864,589,43,2,377
1865,589,18,2,1304
1866,590,29,1,2485
1867,590,39,3,1945
1868,590,38,1,2313
1869,590,2,3,2090
1870,590,12,4,398
1871,591,21,4,1353
1872,591,6,1,706
1873,591,35,2,1468
1874,591,10,2,1346
1875,591,50,1,931
1876,592,27,2,541
1877,592,40,3,1043
1878,592,2,1,1520
1879,593,7,3,883
1880,593,27,3,1356
1881,593,25,1,512
1882,593,13,2,2745
1883,594,16,4,2383
1884,594,49,4,771
1885,594,18,1,1603
1886,594,30,4,568
1887,594,31,1,1969
1888,595,2,3,2569
1889,595,38,1,1308
1890,596,42,2,1547
1891,596,37,4,2126
1892,596,6,2,883
1893,596,24,2,1304
1894,596,35,4,2573
1895,597,3,1,2203
1896,597,40,3,2974
1897,597,11,1,546
1898,597,31,3,2748
1899,598,44,4,1739
1900,598,41,2,2696
1901,598,33,3,486
1902,599,48,1,1531
1903,599,6,4,803
1904,600,47,3,2069
1905,600,14,3,1703
1906,601,49,4,1418
1907,601,16,3,1699
1908,601,14,4,2755
1909,602,2,2,2947
1910,602,1,4,317
1911,602,1,2,1992
1912,603,45,4,1908
1913,603,35,1,2958
1914,603,42,1,2506
1915,603,2,4,805
1916,603,23,4,2762
1917,604,25,2,334
1918,604,8,4,1817
1919,604,13,4,338
1920,605,48,1,1451
1921,605,44,3,1084
1922,606,40,3,1205
1923,607,32,3,450
1924,607,18,4,2782
1925,608,1,2,2915
1926,608,26,1,1436
1927,609,33,4,998
1928,609,36,2,2617
1929,609,44,2,567
1930,609,38,2,566
1931,609,9,3,2634
1932,610,34,3,1085
1933,610,44,1,2482
1934,611,17,4,308
1935,611,28,1,1623
1936,611,28,4,1422
1937,611,8,4,2329
1938,611,24,1,1219
1939,612,18,4,2480
1940,613,21,1,1905
1941,613,13,3,635
1942,613,37,1,1224
1943,613,45,4,604
1944,614,13,2,1648
1945,614,20,1,2864
1946,615,2,4,2069
1947,616,38,3,1325
1948,617,7,4,1276
1949,617,22,1,1666
1950,618,16,1,2757
1951,618,40,4,691
1952,618,41,4,2671
1953,618,8,1,548
1954,618,3,4,1583
1955,619,9,1,2110
1956,620,20,4,569
1957,621,44,1,2590
1958,622,19,4,1945
1959,623,40,4,1254
1960,624,43,1,2157
1961,624,25,4,2053
1962,624,40,1,1691
1963,624,42,1,2159
1964,624,34,3,2707
1965,625,7,1,350
1966,625,39,1,2728
1967,626,37,2,2910
1968,626,33,3,1755
1969,627,31,4,1061
1970,627,16,2,480
1971,627,4,2,1576
1972,627,38,4,2401
1973,628,20,2,903
1974,628,31,3,2771
1975,628,22,3,1810
1976,629,34,2,534
1977,630,33,1,2028
1978,630,23,2,1120
1979,631,5,3,1075
1980,631,43,4,2214
1981,632,45,3,2669
1982,632,37,3,2823
1983,632,20,4,1646
1984,632,11,1,2160
1985,632,3,4,1198
1986,633,41,2,1243
1987,634,40,2,1279
1988,634,31,3,1839
1989,634,14,4,1054
1990,634,1,3,340
1991,635,23,1,2572
1992,636,10,3,2103
1993,637,41,3,479
1994,637,2,2,1110
1995,638,12,2,1373
1996,638,47,2,1691
1997,638,36,2,1031
1998,639,2,2,1372
1999,639,7,1,862
2000,640,42,1,1686
2001,640,14,3,2168
2002,640,16,3,1825
2003,640,43,2,2458
2004,641,28,1,785
2005,641,10,2,1076
2006,641,13,4,1832
2007,641,21,4,2905
2008,641,16,1,2823
2009,642,13,3,908
2010,642,21,2,518
2011,642,41,3,817
2012,642,33,4,1157
2013,642,47,1,2227
2014,643,5,2,2383
2015,643,25,3,2342
2016,643,34,4,1033
2017,643,21,3,2452
2018,643,45,4,2326
2019,644,18,4,2913
2020,644,38,1,1148
2021,644,15,2,2151
2022,644,16,4,1195
2023,645,28,4,2640
2024,645,11,3,1342
2025,645,36,1,850
2026,646,19,4,2425
2027,647,15,1,2205
2028,647,33,3,2045
2029,647,29,4,2071
2030,648,24,4,1598
2031,648,18,4,401
2032,648,12,4,1257
2033,648,17,1,1770
2034,649,19,1,1432
2035,650,7,1,592
2036,650,24,1,2536
2037,651,22,2,1648
2038,651,17,3,1424
2039,652,46,2,2524
2040,652,17,1,1526
2041,653,23,4,1961
2042,653,38,1,2233
2043,653,42,2,1928
2044,654,15,2,2243
2045,654,15,4,2189
2046,655,6,3,1069
2047,655,28,4,1158
2048,655,29,4,2587
2049,656,24,2,2665
2050,657,20,1,2347
2051,657,43,3,1691
2052,658,27,4,1952
2053,658,49,3,1635
2054,659,2,1,869
2055,659,10,3,2627
2056,659,41,4,1861
2057,659,14,4,560
2058,659,35,4,1071
2059,660,7,3,2632
2060,660,29,3,681
2061,660,11,1,2564
2062,660,12,1,2771
2063,661,2,2,1115
2064,661,5,4,1462
2065,661,14,2,1492
2066,661,43,1,2162
2067,662,24,1,1003
2068,663,27,4,943
2069,663,8,2,2497
2070,663,27,4,581
2071,664,14,2,1142
2072,664,20,4,2244
2073,664,11,3,2706
2074,664,13,4,1428
2075,665,1,2,2125
2076,665,5,4,2777
2077,666,34,3,2631
2078,666,32,4,2195
2079,667,3,1,1479
2080,667,42,4,1720
2081,667,45,3,1901
2082,667,40,2,2000
2083,667,16,2,2830
2084,668,30,4,2999
2085,668,12,1,1911
2086,668,45,1,1281
2087,668,11,3,2872
2088,669,19,1,1189
2089,669,32,4,2564
2090,669,8,3,613
2091,669,49,1,2366
2092,669,50,3,1979
2093,670,11,3,1149
2094,670,33,1,2193
2095,670,2,1,2916
2096,670,45,4,1861
2097,671,48,4,1096
2098,671,26,1,343
2099,671,17,1,859
2100,672,43,4,2285
2101,672,30,1,638
2102,672,36,2,2092
2103,673,31,3,960
2104,673,11,1,2786
2105,674,12,3,808
2106,675,48,4,989
2107,675,5,1,1419
2108,675,10,4,1766
2109,675,12,2,441
2110,675,44,2,2110
2111,676,41,1,1899
2112,677,29,1,2750
2113,677,1,1,1845
2114,677,50,2,1322
2115,678,16,2,674
2116,678,2,4,414
2117,678,1,3,1087
2118,679,15,1,987
2119,680,3,4,2399
2120,680,7,3,1621
2121,681,41,2,2858
2122,681,14,4,2052
2123,681,8,2,1175
2124,681,7,3,1624
2125,681,12,1,1947
2126,682,1,4,1171
2127,682,30,2,570
2128,682,43,3,2962
2129,683,24,1,575
2130,683,14,4,1535
2131,683,50,4,717
2132,683,46,2,1331
2133,683,7,3,2884
2134,684,44,2,1660
2135,684,12,3,2274
2136,684,5,3,372
2137,684,39,4,1866
2138,685,41,2,2362
2139,685,38,1,1252
2140,685,2,1,1565
2141,685,16,4,1297
2142,685,40,1,545
2143,686,24,4,1514
2144,686,13,2,1839
2145,687,42,1,1275
2146,687,47,4,1646
2147,688,18,3,2936
2148,688,49,1,2433
2149,689,42,3,397
2150,689,15,3,1703
2151,689,16,2,2509
2152,689,4,2,1211
2153,690,25,3,1051
2154,690,29,1,564
2155,690,32,1,1088
2156,690,4,2,1136
2157,690,9,1,1011
2158,691,36,2,1267
2159,691,33,1,2045
2160,691,47,4,1575
2161,691,11,2,1303
2162,691,28,2,2781
2163,692,20,3,2661
2164,692,29,2,1413
2165,693,6,3,1931
2166,693,25,2,2228
2167,693,29,4,2369
2168,693,40,4,938
2169,694,2,4,2050
2170,694,6,3,2737
2171,694,35,2,2564
2172,694,47,2,1353
2173,695,30,3,2157
2174,695,19,4,2602
2175,695,39,4,594
2176,695,22,2,2222
2177,696,10,2,317
2178,696,1,3,2312
2179,697,27,4,1828
2180,697,25,4,1560
2181,697,42,1,1974
2182,697,3,1,1876
2183,698,11,2,2087
2184,698,17,3,2387
2185,698,46,4,2900
2186,698,45,3,536
2187,698,42,4,2036
2188,699,16,4,441
2189,699,24,1,2943
2190,700,17,4,903
2191,700,17,2,2766
2192,701,43,2,350
2193,701,8,1,2939
2194,701,46,4,1928
2195,701,46,1,2423
2196,701,13,4,979
2197,702,17,3,2350
2198,702,35,4,2700
2199,702,20,4,664
2200,702,7,3,884
2201,703,48,2,1930
2202,703,45,3,326
2203,703,11,4,306
2204,704,5,4,2450
2205,705,42,3,2065
2206,705,11,2,1834
2207,705,12,2,1111
2208,705,32,2,2358
2209,706,29,2,1060
2210,707,4,2,1085
2211,707,17,4,2105
2212,708,7,2,626
2213,708,19,1,1847
2214,708,8,3,563
2215,708,22,1,2698
2216,708,16,4,2287
2217,709,1,1,1389
2218,710,43,1,696
2219,711,34,1,1838
2220,711,39,3,2290
2221,712,49,3,2775
2222,712,28,3,1818
2223,712,44,3,1591
2224,712,16,3,1932
2225,713,40,1,1758
2226,713,22,1,312
2227,713,30,4,868
2228,713,2,1,2473
2229,714,45,2,1809
2230,714,29,4,2409
2231,714,27,2,312
2232,715,2,3,487
2233,715,48,3,2119
2234,715,15,4,1939
2235,716,6,3,2052
2236,716,31,1,1876
2237,716,19,2,886
2238,716,34,1,823
2239,716,32,1,1534
2240,717,30,2,2127
2241,717,8,4,2514
2242,717,16,2,1166
2243,717,11,1,732
2244,717,28,1,956
2245,718,25,3,1202
2246,718,47,3,2250
2247,718,43,1,856
2248,719,41,4,670
2249,719,45,3,1216
2250,719,37,1,2937
2251,719,22,4,1863
2252,719,42,4,1255
2253,720,17,1,1491
2254,720,6,1,665
2255,721,48,2,775
2256,721,37,3,821
2257,721,21,4,2663
2258,722,20,1,2716
2259,723,13,4,2035
2260,723,21,3,817
2261,723,34,2,736
2262,723,26,1,2504
2263,723,30,3,892
2264,724,15,4,2166
2265,724,10,3,897
2266,724,48,1,2753
2267,725,20,1,1420
2268,725,46,4,2884
2269,725,14,4,1493
2270,726,4,3,925
2271,726,46,2,1221
2272,726,45,1,1033
2273,726,32,4,1525
2274,727,2,4,1682
2275,727,28,4,1726
2276,728,26,1,2462
2277,728,47,3,1456
2278,728,45,2,2544
2279,728,26,1,836
2280,729,49,1,1545
2281,729,30,2,2664
2282,729,9,4,2276
2283,730,10,2,1193
2284,730,48,2,2967
2285,730,1,3,2657
2286,731,44,2,1842
2287,732,44,2,530
2288,732,7,3,2240
2289,732,12,1,780
2290,732,33,3,2730
2291,733,10,4,1303
2292,733,3,1,1286
2293,733,26,4,1539
2294,733,45,2,2973
2295,734,50,1,2199
2296,734,42,4,1427
2297,734,41,4,1804
2298,734,1,1,777
2299,735,8,4,2927
2300,736,15,1,2703
2301,736,37,4,1421
2302,736,45,1,2728
2303,736,12,4,2283
2304,736,42,4,1522
2305,737,9,1,1632
2306,737,5,2,1960
2307,737,45,1,1912
2308,737,36,4,561
2309,737,34,1,1149
2310,738,12,2,321
2311,739,29,3,803
2312,739,3,2,2655
2313,739,14,2,659
2314,739,36,3,443
2315,739,6,1,2373
2316,740,24,2,2032
2317,740,43,1,1317
2318,740,20,1,2427
2319,741,43,4,872
2320,741,37,4,1581
2321,741,34,3,2782
2322,742,33,2,705
2323,742,43,1,1271
2324,742,3,2,880
2325,742,20,2,849
2326,742,39,2,2723
2327,743,18,2,2848
2328,743,28,1,2552
2329,743,17,3,1863
2330,744,26,4,641
2331,744,17,4,886
2332,745,14,1,2878
2333,745,47,3,2893
2334,745,45,2,1824
2335,745,37,2,2019
2336,745,10,3,2076
2337,746,2,2,617
2338,746,18,1,2476
2339,746,8,4,570
2340,746,22,1,1786
2341,747,50,3,899
2342,747,15,3,340
2343,747,7,4,1210
2344,748,7,1,1019
2345,748,34,3,2711
2346,748,32,1,2466
2347,748,23,3,2559
2348,749,39,1,496
2349,749,11,3,1895
2350,749,12,3,2477
2351,750,39,4,2253
2352,750,38,2,1361
2353,750,1,2,2993
2354,750,9,2,1851
2355,750,37,3,516
2356,751,46,2,2793
2357,751,27,4,1049
2358,751,29,3,2219
2359,752,19,3,2052
2360,752,34,2,1550
2361,752,41,1,1551
2362,752,27,3,669
2363,752,41,1,614
2364,753,6,2,2656
2365,753,4,1,1470
2366,754,32,1,2036
2367,754,44,2,2264
2368,754,32,1,1960
2369,754,1,2,329
2370,754,46,4,2488
2371,755,16,1,2787
2372,755,29,2,2444
2373,755,15,2,607
2374,756,9,3,508
2375,756,28,4,1852
2376,756,11,3,763
2377,757,44,2,2508
2378,757,50,1,1488
2379,757,20,4,1502
2380,758,14,1,2885
2381,758,37,4,1190
2382,758,20,1,2196
2383,759,32,1,1757
2384,759,1,4,1645
2385,759,20,3,738
2386,759,1,3,1062
2387,759,26,3,336
2388,760,28,4,1109
2389,761,34,2,1982
2390,762,32,1,937
2391,763,15,4,1919
2392,763,24,3,1792
2393,763,28,2,2497
2394,764,7,4,2988
2395,764,29,2,872
2396,764,23,4,323
2397,765,46,2,753
2398,765,13,3,464
2399,765,9,4,2024
2400,766,3,2,1115
2401,766,31,3,786
2402,766,27,4,2553
2403,767,44,2,1630
2404,767,49,4,2355
2405,767,47,4,838
2406,767,8,1,386
2407,768,10,3,2348
2408,768,1,2,513
2409,769,28,1,2079
2410,769,31,3,1455
2411,769,32,1,2056
2412,770,40,2,2394
2413,770,12,2,1451
2414,771,17,2,2057
2415,772,31,1,2357
2416,772,40,2,1072
2417,773,41,2,1239
2418,773,8,2,1943
2419,773,3,3,1087
2420,773,10,4,372
2421,773,40,2,672
2422,774,25,4,2450
2423,775,45,2,1208
2424,775,22,4,2262
2425,775,4,4,2937
2426,776,20,1,1402
2427,777,18,3,2012
2428,777,16,3,494
2429,777,12,1,302
2430,778,43,3,1168
2431,779,31,3,2784
2432,779,7,4,1057
2433,779,17,4,1789
2434,780,20,1,696
2435,780,43,1,2560
2436,780,50,2,1656
2437,781,48,3,2712
2438,781,34,3,1275
2439,781,42,3,1160
2440,782,25,1,735
2441,782,9,1,468
2442,782,38,2,1090
2443,782,46,4,704
2444,782,5,3,1534
2445,783,49,2,2485
2446,783,47,2,479
2447,783,9,2,2012
2448,783,36,3,2595
2449,784,24,4,2879
2450,784,46,1,2086
2451,784,5,4,2016
2452,785,33,1,983
2453,785,39,3,828
2454,785,19,1,2619
2455,785,4,2,1928
2456,785,32,1,977
2457,786,49,4,2603
2458,786,50,4,1941
2459,786,39,3,1147
2460,786,12,1,955
2461,787,14,1,2400
2462,787,30,3,1542
2463,787,15,3,1399
2464,787,36,1,1000
