id,order_id,payment_method,amount
1128,947,bank_transfer,4635
1129,948,coupon,1224
1130,949,credit_card,3524
1131,950,coupon,3973
1132,951,coupon,3382
1133,952,credit_card,2967
1134,953,bank_transfer,3467
1135,954,bank_transfer,4541
1136,955,credit_card,1977
1137,956,bank_transfer,1794
1138,957,credit_card,3995
1139,957,bank_transfer,3544
1140,958,bank_transfer,2714
1141,959,coupon,1357
1142,960,credit_card,4646
1143,961,credit_card,3576
1144,962,credit_card,1979
1145,963,bank_transfer,1483
1146,964,bank_transfer,3737
1147,965,coupon,395
1148,966,coupon,4848
1149,967,credit_card,4815
1150,968,bank_transfer,3492
1151,969,gift_card,1820
1152,969,credit_card,3569
1153,970,coupon,2212
1154,971,gift_card,4186
1155,972,bank_transfer,4546
1156,973,bank_transfer,995
1157,974,credit_card,375
1158,975,gift_card,632
1159,976,gift_card,936
1160,977,credit_card,1863
1161,978,credit_card,2719
1162,979,credit_card,2784
1163,980,gift_card,3858
1164,980,coupon,2973
1165,981,credit_card,2684
1166,982,gift_card,4802
1167,983,credit_card,1537
1168,984,credit_card,4560
1169,985,coupon,1496
1170,985,bank_transfer,4724
1171,986,bank_transfer,2503
1172,987,credit_card,1401
1173,988,credit_card,522
1174,989,coupon,4073
1175,990,coupon,1596
1176,991,bank_transfer,3168
1177,992,bank_transfer,4885
1178,993,coupon,362
1179,994,bank_transfer,4843
1180,995,credit_card,896
1181,996,credit_card,1651
1182,997,bank_transfer,2658
1183,998,credit_card,1109
1184,999,bank_transfer,2827
